,name,cmc,colors,type,subtypes,rarity,power,toughness,image_url,code,release_date
6533,Pawn of Ulamog,3.0,['Black'],Creature — Vampire Shaman,"['Vampire', 'Shaman']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194907&type=card,ROE,2010-04-23
6534,Peace Strider,4.0,[],Artifact Creature — Construct,['Construct'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=213781&type=card,MBS,2011-02-04
6535,Peacekeeper,3.0,['White'],Creature — Human,['Human'],Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4584&type=card,WTH,1997-06-09
6536,Pearl Dragon,6.0,['White'],Creature — Dragon,['Dragon'],Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3508&type=card,MIR,1996-10-08
6537,Pearl Lake Ancient,7.0,['Blue'],Creature — Leviathan,['Leviathan'],Mythic,6,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=386621&type=card,KTK,2014-09-26
6538,Pearled Unicorn,3.0,['White'],Creature — Unicorn,['Unicorn'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=261&type=card,LEA,1993-08-05
6539,Pearlspear Courier,3.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=39596&type=card,ONS,2002-10-07
6540,Peema Aether-Seer,4.0,['Green'],Creature — Elf Druid,"['Elf', 'Druid']",Uncommon,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423786&type=card,AER,2017-01-20
6541,Peema Outrider,4.0,['Green'],Creature — Elf Artificer,"['Elf', 'Artificer']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417739&type=card,KLD,2016-09-30
6542,Pegasus Charger,3.0,['White'],Creature — Pegasus,['Pegasus'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5729&type=card,USG,1998-10-12
6543,Pegasus Courser,3.0,['White'],Creature — Pegasus,['Pegasus'],Common,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=442917&type=card,DOM,2018-04-27
6544,Pelakka Wurm,7.0,['Green'],Creature — Wurm,['Wurm'],Uncommon,7,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193621&type=card,ROE,2010-04-23
6545,Pelt Collector,1.0,['Green'],Creature — Elf Warrior,"['Elf', 'Warrior']",Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452891&type=card,GRN,2018-10-05
6546,Pendelhaven Elder,2.0,['Green'],Creature — Elf Shaman,"['Elf', 'Shaman']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=111083&type=card,TSP,2006-10-06
6547,Pendrell Drake,4.0,['Blue'],Creature — Drake,['Drake'],Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5575&type=card,USG,1998-10-12
6548,Pensive Minotaur,3.0,['Red'],Creature — Minotaur Warrior,"['Minotaur', 'Warrior']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380467&type=card,JOU,2014-05-02
6549,Pentarch Paladin,5.0,['White'],Creature — Human Knight,"['Human', 'Knight']",Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=110533&type=card,TSP,2006-10-06
6550,Pentavus,7.0,[],Artifact Creature — Construct,['Construct'],Rare,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=46703&type=card,MRD,2003-10-02
6551,Penumbra Bobcat,3.0,['Green'],Creature — Cat,['Cat'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26815&type=card,APC,2001-06-04
6552,Penumbra Kavu,5.0,['Green'],Creature — Kavu,['Kavu'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=25956&type=card,APC,2001-06-04
6553,Penumbra Spider,4.0,['Green'],Creature — Spider,['Spider'],Common,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=118899&type=card,TSP,2006-10-06
6554,Penumbra Wurm,7.0,['Green'],Creature — Wurm,['Wurm'],Rare,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27669&type=card,APC,2001-06-04
6556,Peregrine Drake,5.0,['Blue'],Creature — Drake,['Drake'],Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5671&type=card,USG,1998-10-12
6557,Peregrine Griffin,5.0,['White'],Creature — Griffin,['Griffin'],Common,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=238327&type=card,M12,2011-07-15
6558,Perfected Form,4.0,['Blue'],Creature — Insect Horror,"['Insect', 'Horror']",Uncommon,5,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=409791&type=card,SOI,2016-04-08
6559,Perilous Myr,2.0,[],Artifact Creature — Myr,['Myr'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194056&type=card,SOM,2010-10-01
6560,Perilous Shadow,4.0,['Black'],Creature — Insect Shade,"['Insect', 'Shade']",Common,0,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265405&type=card,RTR,2012-10-05
6561,Perimeter Captain,1.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,0,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=198361&type=card,WWK,2010-02-05
6562,Permeating Mass,1.0,['Green'],Creature — Spirit,['Spirit'],Rare,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=414467&type=card,EMN,2016-07-22
6563,Perplexing Chimera,5.0,['Blue'],Enchantment Creature — Chimera,['Chimera'],Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378420&type=card,BNG,2014-02-07
6564,Persistent Nightmare,4.0,['Blue'],Creature — Nightmare,['Nightmare'],Mythic,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=409832&type=card,SOI,2016-04-08
6565,Persistent Petitioners,2.0,['Blue'],Creature — Human Advisor,"['Human', 'Advisor']",Common,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457188&type=card,RNA,2019-01-25
6566,Personal Incarnation,6.0,['White'],Creature — Avatar Incarnation,"['Avatar', 'Incarnation']",Rare,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=262&type=card,LEA,1993-08-05
6567,Pestermite,3.0,['Blue'],Creature — Faerie Rogue,"['Faerie', 'Rogue']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139428&type=card,LRW,2007-10-12
6568,Pestilence Demon,8.0,['Black'],Creature — Demon,['Demon'],Rare,7,6,,PROE,2010-04-23
6570,Pestilent Kathari,3.0,['Black'],Creature — Bird Warrior,"['Bird', 'Warrior']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179518&type=card,CON,2009-02-06
6571,Pestilent Souleater,5.0,[],Artifact Creature — Insect,['Insect'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=233085&type=card,NPH,2011-05-13
6572,Pestilent Spirit,3.0,['Black'],Creature — Spirit,['Spirit'],Rare,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457225&type=card,RNA,2019-01-25
6573,Petalmane Baku,2.0,['Green'],Creature — Spirit,['Spirit'],Common,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74455&type=card,BOK,2005-02-04
6574,Petra Sphinx,5.0,['White'],Creature — Sphinx,['Sphinx'],Rare,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1628&type=card,LEG,1994-06-01
6575,Petradon,8.0,['Red'],Creature — Nightmare Beast,"['Nightmare', 'Beast']",Rare,5,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29799&type=card,TOR,2002-02-04
6576,Petrahydrox,4.0,"['Red', 'Blue']",Creature — Weird,['Weird'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=96897&type=card,GPT,2006-02-03
6577,Petravark,4.0,['Red'],Creature — Nightmare Beast,"['Nightmare', 'Beast']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=31805&type=card,TOR,2002-02-04
6578,Petrified Wood-Kin,7.0,['Green'],Creature — Elemental Warrior,"['Elemental', 'Warrior']",Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=96853&type=card,GPT,2006-02-03
6579,Pewter Golem,5.0,[],Artifact Creature — Golem,['Golem'],Common,4,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=48054&type=card,MRD,2003-10-02
6580,Phage the Untouchable,7.0,['Black'],Legendary Creature — Avatar Minion,"['Avatar', 'Minion']",Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=40545&type=card,LGN,2003-02-03
6581,Phalanx Leader,2.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,1,1,,PTHS,2013-09-21
6582,Phantasmagorian,7.0,['Black'],Creature — Horror,['Horror'],Uncommon,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=124472&type=card,PLC,2007-02-02
6583,Phantasmal Abomination,3.0,['Blue'],Creature — Illusion,['Illusion'],Uncommon,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=198174&type=card,ROE,2010-04-23
6584,Phantasmal Bear,1.0,['Blue'],Creature — Bear Illusion,"['Bear', 'Illusion']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220251&type=card,M12,2011-07-15
6585,Phantasmal Dragon,4.0,['Blue'],Creature — Dragon Illusion,"['Dragon', 'Illusion']",Uncommon,5,5,,PMEI,1995-01-01
6586,Phantasmal Fiend,4.0,['Black'],Creature — Illusion,['Illusion'],Common,1,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3085&type=card,ALL,1996-06-10
6587,Phantasmal Forces,4.0,['Blue'],Creature — Illusion,['Illusion'],Uncommon,4,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=115&type=card,LEA,1993-08-05
6588,Phantasmal Image,2.0,['Blue'],Creature — Illusion,['Illusion'],Rare,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220099&type=card,M12,2011-07-15
6589,Phantasmal Mount,2.0,['Blue'],Creature — Illusion Horse,"['Illusion', 'Horse']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2524&type=card,ICE,1995-06-01
6590,Phantasmal Sphere,2.0,['Blue'],Creature — Illusion,['Illusion'],Rare,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3113&type=card,ALL,1996-06-10
6591,Phantatog,3.0,"['Blue', 'White']",Creature — Atog,['Atog'],Uncommon,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=31792&type=card,ODY,2001-10-01
6592,Phantom Beast,4.0,['Blue'],Creature — Illusion Beast,"['Illusion', 'Beast']",Common,4,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205017&type=card,M11,2010-07-16
6593,Phantom Centaur,4.0,['Green'],Creature — Centaur Spirit,"['Centaur', 'Spirit']",Uncommon,2,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=35073&type=card,JUD,2002-05-27
6594,Phantom Flock,5.0,['White'],Creature — Bird Soldier Spirit,"['Bird', 'Soldier', 'Spirit']",Uncommon,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=34932&type=card,JUD,2002-05-27
6595,Phantom General,4.0,['White'],Creature — Spirit Soldier,"['Spirit', 'Soldier']",Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=270374&type=card,RTR,2012-10-05
6596,Phantom Monster,4.0,['Blue'],Creature — Illusion,['Illusion'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=117&type=card,LEA,1993-08-05
6597,Phantom Nantuko,3.0,['Green'],Creature — Insect Spirit,"['Insect', 'Spirit']",Rare,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=34948&type=card,JUD,2002-05-27
6598,Phantom Ninja,3.0,['Blue'],Creature — Illusion Ninja,"['Illusion', 'Ninja']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=464011&type=card,MH1,2019-06-14
6599,Phantom Nishoba,7.0,"['Green', 'White']",Creature — Cat Beast Spirit,"['Cat', 'Beast', 'Spirit']",Rare,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=37113&type=card,JUD,2002-05-27
6600,Phantom Nomad,2.0,['White'],Creature — Spirit Nomad,"['Spirit', 'Nomad']",Common,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=34890&type=card,JUD,2002-05-27
6601,Phantom Tiger,3.0,['Green'],Creature — Cat Spirit,"['Cat', 'Spirit']",Common,1,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=34934&type=card,JUD,2002-05-27
6602,Phantom Warrior,3.0,['Blue'],Creature — Illusion Warrior,"['Illusion', 'Warrior']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4272&type=card,POR,1997-05-01
6603,Phantom Whelp,2.0,['Blue'],Creature — Illusion Hound,"['Illusion', 'Hound']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=31814&type=card,ODY,2001-10-01
6604,Phantom Wurm,6.0,['Green'],Creature — Wurm Spirit,"['Wurm', 'Spirit']",Uncommon,2,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=118868&type=card,TSP,2006-10-06
6605,Pharagax Giant,5.0,['Red'],Creature — Giant,['Giant'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378476&type=card,BNG,2014-02-07
6606,Pharika's Chosen,1.0,['Black'],Creature — Snake,['Snake'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380470&type=card,JOU,2014-05-02
6607,Pharika's Disciple,4.0,['Green'],Creature — Centaur Warrior,"['Centaur', 'Warrior']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=398531&type=card,ORI,2015-07-17
6608,Pharika's Mender,5.0,"['Black', 'Green']",Creature — Gorgon,['Gorgon'],Uncommon,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=373569&type=card,THS,2013-09-27
6609,Pharika's Spawn,4.0,['Black'],Creature — Gorgon,['Gorgon'],Uncommon,3,4,,THB,2020-01-24
6610,"Pharika, God of Affliction",3.0,"['Black', 'Green']",Legendary Enchantment Creature — God,['God'],Mythic,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380469&type=card,JOU,2014-05-02
6611,Phelddagrif,4.0,"['Green', 'Blue', 'White']",Legendary Creature — Phelddagrif,['Phelddagrif'],Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3227&type=card,ALL,1996-06-10
6612,"Phenax, God of Deception",5.0,"['Black', 'Blue']",Legendary Enchantment Creature — God,['God'],Mythic,4,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378524&type=card,BNG,2014-02-07
6613,Pheres-Band Brawler,6.0,['Green'],Creature — Centaur Warrior,"['Centaur', 'Warrior']",Uncommon,4,4,,THB,2020-01-24
6614,Pheres-Band Centaurs,5.0,['Green'],Creature — Centaur Warrior,"['Centaur', 'Warrior']",Common,3,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=373657&type=card,THS,2013-09-27
6615,Pheres-Band Raiders,6.0,['Green'],Creature — Centaur Warrior,"['Centaur', 'Warrior']",Uncommon,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378505&type=card,BNG,2014-02-07
6616,Pheres-Band Thunderhoof,5.0,['Green'],Creature — Centaur Warrior,"['Centaur', 'Warrior']",Common,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380471&type=card,JOU,2014-05-02
6617,Pheres-Band Tromper,4.0,['Green'],Creature — Centaur Warrior,"['Centaur', 'Warrior']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378506&type=card,BNG,2014-02-07
6618,Pheres-Band Warchief,4.0,['Green'],Creature — Centaur Warrior,"['Centaur', 'Warrior']",Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380472&type=card,JOU,2014-05-02
6619,Phobian Phantasm,3.0,['Black'],Creature — Illusion,['Illusion'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=121146&type=card,CSP,2006-07-21
6620,Phoenix of Ash,3.0,['Red'],Creature — Phoenix,['Phoenix'],Rare,2,2,,THB,2020-01-24
6621,Phylactery Lich,3.0,['Black'],Creature — Zombie,['Zombie'],Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205034&type=card,M11,2010-07-16
6622,Phyrexian Battleflies,1.0,['Black'],Creature — Insect,['Insect'],Common,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=23023&type=card,INV,2000-10-02
6623,Phyrexian Bloodstock,5.0,['Black'],Creature — Zombie,['Zombie'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26280&type=card,PLS,2001-02-05
6624,Phyrexian Broodlings,3.0,['Black'],Creature — Minion,['Minion'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=12392&type=card,ULG,1999-02-15
6625,Phyrexian Colossus,7.0,[],Artifact Creature — Golem,['Golem'],Rare,8,8,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=8865&type=card,USG,1998-10-12
6626,Phyrexian Crusader,3.0,['Black'],Creature — Zombie Knight,"['Zombie', 'Knight']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=213724&type=card,MBS,2011-02-04
6627,Phyrexian Debaser,4.0,['Black'],Creature — Carrier,['Carrier'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=12697&type=card,ULG,1999-02-15
6628,Phyrexian Defiler,4.0,['Black'],Creature — Carrier,['Carrier'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=12696&type=card,ULG,1999-02-15
6629,Phyrexian Delver,5.0,['Black'],Creature — Zombie,['Zombie'],Rare,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=23022&type=card,INV,2000-10-02
6630,Phyrexian Denouncer,2.0,['Black'],Creature — Carrier,['Carrier'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=12614&type=card,ULG,1999-02-15
6631,Phyrexian Devourer,6.0,[],Artifact Creature — Construct,['Construct'],Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3051&type=card,ALL,1996-06-10
6632,Phyrexian Digester,3.0,[],Artifact Creature — Construct,['Construct'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=213743&type=card,MBS,2011-02-04
6633,Phyrexian Dreadnought,1.0,[],Artifact Creature — Dreadnought,['Dreadnought'],Rare,12,12,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3263&type=card,MIR,1996-10-08
6634,Phyrexian Driver,3.0,['Black'],Creature — Zombie Mercenary,"['Zombie', 'Mercenary']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22379&type=card,NEM,2000-02-14
6635,Phyrexian Gargantua,6.0,['Black'],Creature — Horror,['Horror'],Uncommon,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26699&type=card,APC,2001-06-04
6636,Phyrexian Ghoul,3.0,['Black'],Creature — Zombie,['Zombie'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5652&type=card,USG,1998-10-12
6637,Phyrexian Gremlins,3.0,['Black'],Creature — Gremlin,['Gremlin'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1042&type=card,ATQ,1994-03-04
6638,Phyrexian Hulk,6.0,[],Artifact Creature — Golem,['Golem'],Uncommon,5,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4622&type=card,TMP,1997-10-14
6639,Phyrexian Hydra,5.0,['Green'],Creature — Hydra,['Hydra'],Rare,7,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=214060&type=card,MBS,2011-02-04
6640,Phyrexian Infiltrator,3.0,['Black'],Creature — Minion,['Minion'],Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26372&type=card,INV,2000-10-02
6641,Phyrexian Ingester,7.0,['Blue'],Creature — Beast,['Beast'],Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=214384&type=card,NPH,2011-05-13
6642,Phyrexian Ironfoot,3.0,[],Snow Artifact Creature — Construct,['Construct'],Uncommon,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=121127&type=card,CSP,2006-07-21
6643,Phyrexian Juggernaut,6.0,[],Artifact Creature — Juggernaut,['Juggernaut'],Uncommon,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=214038&type=card,MBS,2011-02-04
6644,Phyrexian Marauder,0.0,[],Artifact Creature — Construct,['Construct'],Rare,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3599&type=card,VIS,1997-02-03
6645,Phyrexian Metamorph,4.0,['Blue'],Artifact Creature — Shapeshifter,['Shapeshifter'],Rare,0,0,,PNPH,2011-05-12
6646,Phyrexian Monitor,4.0,['Black'],Creature — Skeleton,['Skeleton'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19113&type=card,UDS,1999-06-07
6647,Phyrexian Negator,3.0,['Black'],Creature — Horror,['Horror'],Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5559&type=card,UDS,1999-06-07
6648,Phyrexian Obliterator,4.0,['Black'],Creature — Horror,['Horror'],Mythic,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=214386&type=card,NPH,2011-05-13
6649,Phyrexian Plaguelord,5.0,['Black'],Creature — Carrier,['Carrier'],Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=12940&type=card,ULG,1999-02-15
